timestamp,source,command,duration_ms,success,internal_latency_us
2025-12-23T06:46:25.322Z,WebApp,start,241.91,True,490
2025-12-23T06:46:29.741Z,WebApp,start,278.80,True,562
2025-12-23T06:46:32.122Z,WebApp,start,257.71,True,441
2025-12-23T06:46:33.866Z,WebApp,start,54.74,True,481
2025-12-23T06:46:35.791Z,WebApp,emergency,123.23,True,869
2025-12-23T06:46:37.943Z,WebApp,reset,408.69,True,991
2025-12-23T06:46:38.989Z,WebApp,start,204.89,True,416
2025-12-23T06:46:40.386Z,WebApp,start,346.47,True,938
2025-12-23T06:46:50.425Z,WebApp,start,120.79,True,896
2025-12-23T06:46:52.357Z,WebApp,start,345.32,True,475
2025-12-23T06:46:53.377Z,WebApp,start,243.76,True,216
2025-12-23T06:46:55.624Z,WebApp,start,66.40,True,443
2025-12-23T06:46:57.607Z,WebApp,start,60.35,True,499
2025-12-23T06:46:59.022Z,WebApp,start,37.77,True,477
2025-12-23T06:47:00.442Z,WebApp,start,212.27,True,956
2025-12-23T06:47:02.842Z,WebApp,start,490.25,True,949
2025-12-23T06:47:04.169Z,WebApp,start,317.78,True,953
2025-12-23T06:47:05.172Z,WebApp,start,168.18,True,1028
2025-12-23T06:47:06.424Z,WebApp,start,477.38,True,759
2025-12-23T06:47:07.095Z,WebApp,start,98.36,True,466
2025-12-23T06:47:08.253Z,WebApp,start,130.44,True,529
2025-12-23T06:47:10.623Z,WebApp,start,531.84,True,
2025-12-23T06:47:10.884Z,WebApp,start,521.51,True,497
2025-12-23T06:47:12.022Z,WebApp,start,297.99,True,502
2025-12-23T06:47:12.976Z,WebApp,start,168.05,True,120
2025-12-23T06:47:14.376Z,WebApp,start,431.07,True,415
2025-12-23T06:47:14.714Z,WebApp,start,53.09,True,495
2025-12-23T06:47:16.007Z,WebApp,start,318.79,True,897
2025-12-23T06:47:16.668Z,WebApp,start,71.86,True,495
2025-12-23T06:47:26.813Z,WebApp,start,113.89,True,1170
2025-12-23T06:47:29.108Z,WebApp,start,402.99,True,293
2025-12-23T06:47:30.464Z,WebApp,start,187.33,True,116
2025-12-23T06:47:31.879Z,WebApp,start,187.10,True,314
2025-12-23T06:47:33.330Z,WebApp,start,179.46,True,279
2025-12-23T06:47:34.837Z,WebApp,start,252.21,True,947
2025-12-23T06:47:36.171Z,WebApp,start,89.27,True,397
2025-12-23T06:47:37.511Z,WebApp,start,212.43,True,934
2025-12-23T06:47:38.583Z,WebApp,start,29.53,True,497
2025-12-23T06:47:39.965Z,WebApp,start,128.39,True,685
2025-12-23T06:47:41.390Z,WebApp,start,99.32,True,923
2025-12-23T06:47:42.773Z,WebApp,start,82.26,True,333
2025-12-23T06:47:43.887Z,WebApp,start,24.66,True,104
2025-12-23T06:47:45.327Z,WebApp,start,158.51,True,947
2025-12-23T06:47:46.575Z,WebApp,start,76.23,True,944
2025-12-23T06:47:47.869Z,WebApp,start,163.93,True,341
2025-12-23T06:47:48.792Z,WebApp,start,95.08,True,948
2025-12-23T06:47:50.055Z,WebApp,start,129.58,True,222
2025-12-23T06:47:51.246Z,WebApp,start,76.63,True,384
2025-12-23T06:47:53.007Z,WebApp,start,201.66,True,484
2025-12-23T06:47:54.093Z,WebApp,start,83.09,True,910
2025-12-23T06:47:55.444Z,WebApp,start,70.70,True,504
2025-12-23T06:48:12.962Z,WebApp,start,84.10,True,398
2025-12-23T06:48:14.273Z,WebApp,start,69.15,True,578
2025-12-23T06:48:15.609Z,WebApp,start,231.80,True,1018
2025-12-23T06:48:16.782Z,WebApp,start,134.07,True,480
2025-12-23T06:48:17.968Z,WebApp,start,79.06,True,443
2025-12-23T06:48:19.237Z,WebApp,start,70.94,True,847
2025-12-23T06:48:20.161Z,WebApp,start,104.30,True,533
2025-12-23T06:48:21.267Z,WebApp,start,171.94,True,510
2025-12-23T06:48:22.187Z,WebApp,start,65.01,True,828
2025-12-23T06:48:23.235Z,WebApp,start,63.13,True,955
2025-12-23T06:48:24.307Z,WebApp,start,94.09,True,957
2025-12-23T06:48:25.130Z,WebApp,start,27.68,True,494
2025-12-23T06:48:26.169Z,WebApp,start,54.13,True,511
2025-12-23T06:48:27.279Z,WebApp,start,53.11,True,501
2025-12-23T06:48:28.203Z,WebApp,start,52.52,True,436
2025-12-23T06:48:29.254Z,WebApp,start,88.75,True,931
2025-12-23T06:48:30.339Z,WebApp,start,144.86,True,936
2025-12-23T06:48:31.185Z,WebApp,start,51.50,True,487
2025-12-23T06:48:39.897Z,WebApp,start,272.14,True,863
2025-12-23T06:48:41.609Z,WebApp,start,1014.33,False,
2025-12-23T06:48:42.577Z,WebApp,start,189.90,True,497
2025-12-23T06:48:43.041Z,WebApp,start,73.53,True,903
2025-12-23T06:48:44.107Z,WebApp,start,122.04,True,509
2025-12-23T06:48:45.045Z,WebApp,start,33.15,True,505
2025-12-23T06:48:46.372Z,WebApp,start,120.00,True,702
2025-12-23T06:48:47.298Z,WebApp,start,50.91,True,1957
2025-12-23T06:48:49.127Z,WebApp,start,1012.08,False,
2025-12-23T06:48:50.139Z,WebApp,start,1004.66,False,
2025-12-23T06:48:51.216Z,WebApp,start,1007.69,False,
2025-12-23T06:48:59.765Z,WebApp,start,48.54,True,491
2025-12-23T06:49:01.062Z,WebApp,start,143.77,True,938
2025-12-23T06:49:02.414Z,WebApp,start,328.02,True,707
2025-12-23T06:49:03.444Z,WebApp,start,146.67,True,491
2025-12-23T06:49:04.486Z,WebApp,start,180.48,True,887
2025-12-23T06:49:05.467Z,WebApp,start,67.16,True,497
2025-12-23T06:49:06.511Z,WebApp,start,63.71,True,479
2025-12-23T06:49:07.553Z,WebApp,start,92.15,True,985
2025-12-23T06:49:08.583Z,WebApp,start,63.70,True,893
2025-12-23T06:49:09.996Z,WebApp,start,40.54,True,4913
2025-12-23T06:49:11.865Z,WebApp,start,147.15,True,499
2025-12-23T06:49:18.364Z,WebApp,start,48.42,True,501
2025-12-23T06:49:19.403Z,WebApp,start,87.28,True,119
2025-12-23T06:49:20.539Z,WebApp,start,134.08,True,496
2025-12-23T06:49:25.689Z,WebApp,start,166.07,True,473
2025-12-23T06:49:26.687Z,WebApp,start,85.61,True,485
2025-12-23T06:49:29.133Z,WebApp,start,327.86,True,704
2025-12-23T06:49:36.220Z,WebApp,start,193.75,True,456
2025-12-23T06:49:38.976Z,WebApp,start,79.81,True,918
2025-12-23T06:49:40.547Z,WebApp,start,100.79,True,494
